PeopleSoft #,Reference #,"Reference #
(less special characters)",Item Description,Mfg Name,Area,Lev 1,Cart Name,Shelf,UNSPSC Desc (Commodity Code),Status Current,Comments
000000000000136216,0277-096-325,0277096325,BLDE SAW RECIPNG 16 TEETH PER IN 77.5X0.76X11.18MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A50,09 Surgical saw blades or access,Active,Substerile Core
000000000000109330,1607-002-035,1607002035,BUR EGG MICRO SS 10 FLT 4X9.5X44.5MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A55,27 Surgical burs,Active,Substerile Core
000000000000000910,1608-002-101,1608002101,BUR CUTTING SIDE SHANNON STYLE 3 FLUTES MICRO 2.1X11.1X54MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A60,27 Surgical burs,Active,Substerile Core
000000000000015070,1608-006-095,1608006095,BUR MICRO DMD RND COARSE GRIT 54MM LGTH 4MM HEAD,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A65,27 Surgical burs,Active,Substerile Core
000000000000502669,1608-006-139,1608006139,BUR RND FAST CUTTING MICRO SS 8 FLT 4.8X51.2MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A70,27 Surgical burs,Active,Substerile Core
000000000000451977,1608-006-141,1608006141,BUR RND FAST CUTTING MICRO SS 8 FLT 5.5X49.6MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_A75,27 Surgical burs,Active,Substerile Core
000000000000444482,1608-006-149,1608006149,BUR SURG RND FAST CUTTING MICRO SS 6 FLT 3.2X54MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B05,27 Surgical burs,Active,Substerile Core
000000000000467837,1608-006-157,1608006157,BUR POLISHING RND 1.5MM TOT LGTH 54MM W/16 FLUTES,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B06,27 Surgical burs,Active,Substerile Core
000000000001181242,1608-006-159,1608006159,BUR DENT DMD ROND POLISHING STRYK 2X2MM STER SGL USE,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B07,14 Dental burs,Active,Substerile Core
000000000000504973,2108-107-004S1,2108107004S1,BLD SAW SAG 36X64X1.2MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B10,09 Surgical saw blades or access,Active,Substerile Core
000000000000501126,2108-111-000,2108111000,BLDE SAW SAG 12 TEETH PER IN 25X1.24X79.5MM WIDE THK STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B11,09 Surgical saw blades or access,Active,Substerile Core
000000000000062932,2108-145-000,2108145000,BLDE SAW SAG 22 TEETH PER IN 4 AND 2000 SYS 9X0.64X24MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B15,09 Surgical saw blades or access,Active,Substerile Core
000000000000055409,2108-152-000,2108152000,BLDE SAW SAG 12 TEETH PER IN NO OFFSET 12.5X1.19X81.5MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B16,09 Surgical saw blades or access,Active,Substerile Core
000000000000512726,2296-003-109S2,2296003109S2,BLADE SAW SAGITTAL RIGHT ANGLE 14X25MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B20,09 Surgical saw blades or access,Active,Substerile Core
000000000000533700,2296-003-111,2296003111,BLADE SAW OSCILLATING THIN 25X9X0.38MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B25,09 Surgical saw blades or access,Active,Substerile Core
000000000000091025,2296-003-412,2296003412,BLD SAW OSC SAG 18X5.5X0.38MM STER DISP,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B26,09 Surgical saw blades or access,Active,Substerile Core
000000000000480991,2296-023-414,2296023414,BLDE SAW SAG OSC MICRO THIN 5.5MM CUT EDGE 25MM CUT 0.25MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B30,09 Surgical saw blades or access,Active,Substerile Core
000000000001029235,2296033522,2296033522,BLDE SAW OSC SAG 22 TEETH/IN MICRO OFFSET 9X0.64X25MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B31,09 Surgical saw blades or access,Active,Substerile Core
000000000000485864,4113-119-090,4113119090,BLDE SAW SAG NRW,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B32,09 Surgical saw blades or access,Active,Substerile Core
000000000000145062,4118127090,4118127090,BLDE SAW SAG DUAL CUT 18MM WID 90MM LGTH 1.27MM THICKNESS,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B35,09 Surgical saw blades or access,Active,Substerile Core
000000000000377836,4118-135-105,4118135105,BLDE SAW SAG DUAL CUT 18X105X1.35MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B36,09 Surgical saw blades or access,Active,Substerile Core
000000000000539464,4118-137-090,4118137090,BLDE SAW SAG DUAL CUT 4 AND 2000 AND EHD SYS 1.37X18X90MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B40,09 Surgical saw blades or access,Active,Substerile Core
000000000000458637,4125-119-090,4125119090,BLDE SAW SAG DUAL CUT ELECTRIC HVY DTY 1.19X25X90MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B41,09 Surgical saw blades or access,Active,Substerile Core
000000000000023283,4125-127-090,4125127090,BLDE SAW SAG DUAL CUT 1.27X25X90MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B45,09 Surgical saw blades or access,Active,Substerile Core
000000000000511282,4125-137-090,4125137090,BLDE SAW SAG DUAL CUT 1.37X25X90MM STER FOR SYS 4 SYS 2000,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B46,09 Surgical saw blades or access,Active,Substerile Core
000000000001004298,5100-137-123,5100137123,BLDE SAW RECIPNG MICRO PREC THIN 0.38IN THICKNESS 27MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B50,09 Surgical saw blades or access,Active,Substerile Core
000000000000013500,5301-025-038,5301025038,BLDE SAG 36 TEETH/IN MIC ZMR HALL 9.5X0.38X25.5MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B55,09 Surgical saw blades or access,Active,Substerile Core
000000000000460159,5400-003-105,5400003105,BLDE SAW SHT MED 18.5X9MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B56,09 Surgical saw blades or access,Active,Substerile Core
000000000000495440,5400-003-412,5400003412,BLDE SAW SS DUAL CUT NRW MED 18X5.5MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B57,09 Surgical saw blades or access,Active,Substerile Core
000000000000408507,5820-012-030,5820012030,BUR RND DMD TPS ELITE 3MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B60,27 Surgical burs,Active,Substerile Core
000000000000512739,5820-015-040,5820015040,BUR EGG FLUTED TPS ELITE 4MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B61,27 Surgical burs,Active,Substerile Core
000000000000411227,5820-107-530,5820107530,BUR NEURO PREC TPS ELITE 3MM STER DISP,STRYKER SALES CORPORATION,CORE,AA05,CORE AA05,_B62,27 Surgical burs,Active,Substerile Core
000000000001015074,5820-107-530C,5820107530C,BUR SURG CARBIDE MATCH HEAD 3MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B65,27 Surgical burs,Active,Substerile Core
000000000000568800,6113-119-090,6113119090,BLDE SAW SAG SYS SIX 13X1.19X90MM STER,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B66,09 Surgical saw blades or access,Active,Substerile Core
000000000001027159,6725-127-090,6725127090,CQ SAW SS PREC FALCON OSC TIP 25X1.27X90MM,MEDLINE INDUSTRIES INC,CORE,AA05,CORE AA05,_B67,09 Surgical saw blades or access,Active,Substerile Core
000000000000193786,0375-532-000,0375532000,CUTR RESECT USED W/FORMULA HANDPIECES 3.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C05,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000152104,0375-534-000,0375534000,BLDE SHAVER AGGRSV PLUS CUTR FOR RESCTION 3.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C10,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000119425,0375-542-000,0375542000,BLDE SHAVER RESECT CUTR DEBRIDEMENT 4MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C15,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000058370,0375-544-000,0375544000,BLDE SHAVER AGRESSIVE PLUS CUTR TOOTHED 4MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C20,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000158508,0375-545-000,0375545000,CUTR TOMCAT ARTHRO FORMULA 4MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C25,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000476540,0375-548-000,0375548000,BLDE SHAVER SLOT WHISKER RED 4MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C30,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000007078,0375-552-000,0375552000,CUTR ARTHRO RESECT CUTR FORMULA 5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C35,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000543951,0375-554-000,0375554000,BLDE CUTR AGGRSV PLUS SS LF CORE SHAVING SYS 5MM ORDR MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C40,06 Endoscopic cutting instruments,Active,Substerile Core
000000000000114488,0375-562-000,0375562000,RESECT FOR GEN DEBRIDEMENT REMVL OF PRSTM 5.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C45,02 Surgical pneumatic or battery or electric saws or drills,Active,Substerile Core
000000000000185275,0375-564-000,0375564000,BLDE AGGRSV PLUS USED W/FORMULA HANDPCS 5.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C50,09 Surgical saw blades or access,Active,Substerile Core
000000000000015868,0375-627-000,0375627000,CUTR FULL RADIUS SML JOINT FORMULA 2.5MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C55,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000369857,0375-628-000,0375628000,BLDE CUTTING AGGRSV SML JOINT SS 2.5MM LF ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_C60,06 Endoscopic cutting instruments,Active,Substerile Core
000000000000101627,0375-638-000,0375638000,BUR CUTTING AGGRSV SML JOINT SS CORE 3.5MM LF ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D05,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000004557,0375-641-000,0375641000,BUR HOODED ABR CMPNT FOR FORMULA CORE 2MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D10,27 Surgical burs,Active,Substerile Core
000000000000423358,6125,6125,BUR RND 6 FLT FORMULA 3.5MM,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D15,27 Surgical burs,Active,Substerile Core
000000000001002934,0375-940-000,0375940000,BLDE SHAVER 4X125MM FORMULA 6-FLUTE RND BUR ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D20,57 Endoscopic shaver blades,Active,Substerile Core
000000000000191899,0375-940-012,0375940012,BUR RND 12 FLT 4MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D25,27 Surgical burs,Active,Substerile Core
000000000000161406,0375-941-000,0375941000,BUR BARREL ARTHRO 6-FLUTE RED 4MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D30,27 Surgical burs,Active,Substerile Core
000000000000411228,0375-941-012,0375941012,BUR BARREL HOL 12 FLT SS CORE 4MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D35,27 Surgical burs,Active,Substerile Core
000000000001019147,0375-950-000,0375950000,BUR RND HOL FORMULA 6 FLT 5.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D40,27 Surgical burs,Active,Substerile Core
000000000001016613,0375-950-112,0375950112,BLDE ARTHRO SHAVER RND BUR 12 FLT 5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D45,57 Endoscopic shaver blades,Active,Substerile Core
000000000000070545,0375-951-000,0375951000,BUR BARREL 6 FLT FOR SUBCRMNL DCMPRSN 5.5MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D50,27 Surgical burs,Active,Substerile Core
000000000000198998,0375-951-012,0375951012,BUR BARREL 12 FLT SMTH BNE REMVL FRMLA 5.5MM DIA ORDR MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_D55,27 Surgical burs,Active,Substerile Core
000000000000135217,0375-951-112,0375951112,BUR BARREL 12 FLT AL FORMULA DISP STER 5MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E05,27 Surgical burs,Active,Substerile Core
000000000000522575,0380-542-150,0380542150,CUTR ANG RESECT CMPNT FOR FORMULA CORE 4.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E10,57 Endoscopic shaver blades,Active,Substerile Core
000000000000131144,0380-544-100,0380544100,CUTR ANG AGGRSV PLUS NO TEETH 4MM FOR FORMULA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E15,57 Endoscopic shaver blades,Active,Substerile Core
000000000000159449,0380-544-150,0380544150,CUTR ANG AGGRSV PLUS NO TEETH CMPNT 4.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E20,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000371217,0380-545-100,0380545100,BLDE SHAVER ANG TOMCAT AGGRSV PLUS 4MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E25,05 Surgical shaver equipment or handpieces,Active,Substerile Core
000000000000204740,0380-545-150,0380545150,BLDE CUTR ANG TOMCAT SS LF CORE SHAVING 4.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E30,06 Endoscopic cutting instruments,Active,Substerile Core
000000000000369928,0385-544-000,0385544000,BLDE CUTR LNG HIP AGGRSV PLUS SS CRE STR 4MM LF ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E35,06 Endoscopic cutting instruments,Active,Substerile Core
000000000000366531,0385-545-100,0385545100,BLDE CUTR LNG HIP TOMCAT ANG AGGRSV PLUS SS LF CORE 4MM,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E40,06 Endoscopic cutting instruments,Active,Substerile Core
000000000001215133,0385-950-008,0385950008,BUR SURG RND LNG 5.5MM DIA ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E45,27 Surgical burs,Active,Substerile Core
000000000001011916,0485-860-000,0485860000,BUR DMD RND XL 5.5MM ORDER MULT 5,STRYKER ENDOSCOPY,CORE,AA05,CORE AA05,_E50,27 Surgical burs,Active,Substerile Core
000000000002196190,BL-1900-GUN,BL1900GUN,KT DEL VIVIGEN MIS SYS GFT BNE STER DISP DISPN,LIFENET HEALTH,CORE,AA05,CORE AA05,_E55,03 Endoscopic aspiration or biopsy needles,Active,Substerile Core
000000000000558979,30-403LITE,30403LITE,DEVICE HYST TISS REMVL MYOSURE LITE,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A05,54 Endoscopic tissue or specimen removing devices,Active,Substerile Core
000000000001000192,10-403FC,10403FC,DEVICE TISS REMVL HYST MYOSURE REACH,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A10,54 Endoscopic tissue or specimen removing devices,Active,Substerile Core
000000000000579982,50-503XL,50503XL,DEVICE TISS REMVL MYOSURE XL 4MMX32CM,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A15,54 Endoscopic tissue or specimen removing devices,Active,Substerile Core
000000000001003611,NS2013KITUS,NS2013KITUS,KT ABL DEVICE UTERINE NOVASURE 6MM W/SURESOUND FOR NS2007,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A20,03 Surgical thermo ablation catheter,Active,Substerile Core
000000000001329699,PHB-03,PHB03,BD CMPNT HND PC 3000 ACESSA PADS AND 7300 PROVU HND PC,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A25,17 Intubator components or access,Active,Substerile Core
000000000000497435,815012US,815012US,CR CO2 REFILL NOVASURE UNIVERSAL,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_A30,01 Surgical thermo ablation cassette,Active,Substerile Core
000000000000257348,ZSI1151,ZSI1151,MANIPULATOR UTERINE ZINNANTI INJ 4.5MM 12IN,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_A35,23 Endoscopic manipulators,Active,Substerile Core
000000000000421119,60-6085-200A,606085200A,RETRAC ELEVATOR LAP VCARE PLUS SML 32MM OD CERV UTERINE CUP,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B05,05 Surgical manipulating instruments,Active,Substerile Core
000000000001000012,60-6085-201A,606085201A,MANIPULATOR UTERINE CERV VCARE PLUS MED 34MM GRN N/S SGL USE,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B10,05 Surgical manipulating instruments,Active,Substerile Core
000000000000421121,60-6085-202A,606085202A,MANIPULATOR UTERINE CERV CUP LG 37MM GRN N/S SGL USE,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B15,05 Surgical manipulating instruments,Active,Substerile Core
000000000001000944,60-6080-000A,606080000A,MANIPULATOR ENDO UTERINE VCARE DX,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B20,05 Surgical manipulating instruments,Active,Substerile Core
000000000000473570,34880210,34880210,APPL SWAB PROCTOLOGY PLST RAYON HI ABSORBENCY XL 2/POUCH,FIRST AID BANDAGE COMPANY,CORE,AB02,CORE AB02,_B25,02 Fiber tipped sticks,Active,Substerile Core
000000000001226314,BUC14F,BUC14F,CATH INTRMT STR UNCOATED PVC ROCHESTER BDTM 6IN 14FR FMLE,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B35,02 Latex Intermittent Urethral urinary catheters,Active,Substerile Core
000000000001008114,CAL-DS01BTV,CALDS01BTV,SLING TRANSVAGINAL MID- URETH FMLE DESARA BLU,CALDERA MEDICAL INC,CORE,AB02,CORE AB02,_B40,23 Gynecological implant or sling,Active,Substerile Core
000000000000556110,VPK-0272C-R,VPK0272CR,PACKING VAG XRAY RF DETECTABLE RL 2X72IN LF STER DISP,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_B45,06 Laparotomy or x-ray detectable surgical specialty sponge,Active,Substerile Core
000000000001112901,MIN9770,MIN9770,ST HND PC ENDOMTRL ABL FR RF CNTRLR MINRVA SRG SGL STER DISP,MINERVA SURGICAL INC,CORE,AB02,CORE AB02,_B50,58 Surgical thermo ablation systems & access,Active,Substerile Core
000000000000028629,UML516,UML516,TIP MANIPULATOR UTERINE LF STER RUMI LVDR 5.1MM WID 6CM LGTH,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C10,23 Endoscopic manipulators,Active,Substerile Core
000000000000123646,UMW676,UMW676,TIP MANIPULATOR UTERINE LF STER RUMI WHT 6.7MM DIA 6CM LGTH,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C10,23 Endoscopic manipulators,Active,Substerile Core
000000000000152665,UMB678,UMB678,TIP MANIPULATOR UTERINE LF STER RUMIBLUE 6.7MM DIA 8CM LGTH,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C15,23 Endoscopic manipulators,Active,Substerile Core
000000000000129696,UMG670,UMG670,TIP MANIPULATOR UTERINE LF STER RUMI GRN 6.7MM DIA 10CM LGTH,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C20,23 Endoscopic manipulators,Active,Substerile Core
000000000000528918,UMO672,UMO672,TIP RUMI II ORNG 6.7MM X 12CM,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C25,05 Surgical manipulating instruments,Active,Substerile Core
000000000000364645,KC-RUMI-25,KCRUMI25,SYS KOH-HYSTERECTOMY LAP CUP OCCLDR RUMI KOH-EFFCNT 2.5CM,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C30,05 Surgical manipulating instruments,Active,Substerile Core
000000000000370757,KC-RUMI-30,KCRUMI30,SYS MANIPULATOR UTERINE RUMI KOH EFFICIENT 3 CM,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C31,05 Surgical manipulating instruments,Active,Substerile Core
000000000000370710,KC-RUMI-35,KCRUMI35,SYS MANIPULATOR UTERINE RUMI KOH EFFICIENT 3.5 CM,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C35,05 Surgical manipulating instruments,Active,Substerile Core
000000000000368527,KC-RUMI-40,KCRUMI40,MANPULTR UTRNE 140 DEG ARTCULATN LKNG HNDL SECRE LCK CUP 4CM,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C36,31 Obstetrical & gynecological equipment & supplies,Active,Substerile Core
000000000000125387,CPO-6,CPO6,OCCLUDER UTERINE BLLN COLPO-PNEUMO STD LF STER SGL USE,COOPERSURGICAL INC,CORE,AB02,CORE AB02,_C40,02 Uterine devices,Active,Substerile Core
000000000000556343,AQL-110,AQL110,TB INFLOW,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_C45,12 Endoscopic fluid management systems or access,Active,Substerile Core
000000000000556332,AQL-111,AQL111,TB OUTFLOW,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_C50,12 Endoscopic fluid management systems or access,Active,Substerile Core
000000000000554522,40-902,40902,SEAL SET HYST MYOSURE DISP,HOLOGIC SALES AND SERVICE LLC,CORE,AB02,CORE AB02,_C55,38 Sealing caps for endoscopes,Active,Substerile Core
000000000000465495,937268,937268,ALGFT PROCESSED DEHYD FASCIA LATA SUSPEND TUTOPLAST 6X8CM,COLOPLAST CORP,CORE,AB02,CORE AB02,_D05,02 Human tissue implants,Active,Substerile Core
000000000001325919,450-1325,4501325,PROST TESTICULAR SALINE-FILL TOROSA SML A - 2.5CM B - 3.5CM,COLOPLAST CORP,CORE,AB02,CORE AB02,_D10,18 Penile support & lengthening device,Active,Substerile Core
000000000001010988,50020,50020,SYS SLING URETH MESH VENTRAL VIRTUE W/ALEXIS,COLOPLAST CORP,CORE,AB02,CORE AB02,_D15,16 Urological implants or sets,Active,Substerile Core
000000000000164302,93-4400,934400,TRANSOBTURATOR SURG KT FOR POST OP UR REHAB ARIS,COLOPLAST CORP,CORE,AB02,CORE AB02,_D20,16 Urological implants or sets,Active,Substerile Core
000000000001033699,72205015,72205015,KT PROC HYST HYSTEROLUX FLU MGMT SYS,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_D25,12 Endoscopic fluid management systems or access,Active,Substerile Core
000000000001003409,72204064,72204064,DEVICE TISS REMVL TRUCLEAR ULTRA MINI DISP,COVIDIEN LP,CORE,AB02,CORE AB02,_D30,03 Surgical morselizers,Active,Substerile Core
000000000000501889,7209509,7209509,DEVICE MORSELLATOR HYST TRUCLEAR INCISOR PLUS 7X4MM,COVIDIEN LP,CORE,AB02,CORE AB02,_D35,03 Surgical morselizers,Active,Substerile Core
000000000000493556,72203012,72203012,DEVICE MORSELLATOR TRUCLEAR ULTRA PLUS 4MM OD 10MM WINDOW,COVIDIEN LP,CORE,AB02,CORE AB02,_D40,03 Surgical morselizers,Active,Substerile Core
000000000000416856,72202536,72202536,BLDE HYST TRUCLEAR SHAVER INCISOR ROTARY 2.9X357MM DISP,COVIDIEN LP,CORE,AB02,CORE AB02,_D45,03 Surgical morselizers,Active,Substerile Core
000000000001902128,NON52710,NON52710,STRAP STIRRUP 19X3.5IN NO SLIP RING DISP,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_E05,05 Restraint straps or buckles or access or supplies,Active,Substerile Core
000000000000417261,MDS202090,MDS202090,SWAB CULT RAYON TIP 8IN N/S,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_E10,02 Fiber tipped sticks,Active,Substerile Core
000000000000165402,65652-123,65652123,CNVRTR ENDO ARTHRO CNSTR SUCT SPECMN MEDI-VAC LF,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_E15,11 Endoscopic converters,Active,Substerile Core
000000000001025498,MSC76400,MSC76400,PANTS INC MATERNITY DLX KNIT LRG/XL 22-55IN WAIST GRN,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_E20,08 Medical staff scrubs,Active,Substerile Core
000000000001029598,NON241286,NON241286,PD SANITARY FEMININE HYGIENE MAX ABS ADH MAXI 11IN BG/12,MEDLINE INDUSTRIES INC,CORE,AB02,CORE AB02,_E35,15 Feminine hygiene products,Active,Substerile Core
000000000002050388,DXT1309AL,DXT1309AL,MESH HERNIA SURG DEXTILE PPL W/MARKING LEFT SIDE 9X13CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A05,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000002050390,DXT1510AL,DXT1510AL,MESH HERNIA SURG DEXTILE PPL W/MARKING LEFT SIDE 15X10CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A10,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000002050395,DXT1612AL,DXT1612AL,MESH HERNIA SURG DEXTILE PPL W/MARKING LEFT SIDE 16X12CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A15,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000002050391,DXT1309AR,DXT1309AR,MESH HERNIA SURG DEXTILE PPL W/MARKING RT SIDE 9X13CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A20,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000002050389,DXT1510AR,DXT1510AR,MESH HERNIA SURG DEXTILE PPL W/MARKING RT SIDE 15X10CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A25,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000002050394,DXT1612AR,DXT1612AR,MESH HERNIA SURG DEXTILE PPL W/MARKING RT SIDE 16X12CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A30,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000000589624,PPM1510X3,PPM1510X3,MESH HERNIA MACROPOROUS RECT PARIETENE 15X10CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A35,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000000589636,PPM1515X3,PPM1515X3,MESH HERNIA MACROPOROUS SQ PARIETENE 15X15CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A36,13 Surgical mesh or tissue barrier products,Active,Substerile Core
000000000000589656,PPM3030,PPM3030,MESH HERNIA MACROPOROUS SQ PARIETENE 30X30CM,MEDLINE INDUSTRIES INC,CORE,AB04,CORE AB04,_A40,13 Surgical mesh or tissue barrier products,Active,Substerile Core
